time,roll,pitch,yaw
203975,34.87891387939453,29.4869327545166,-25.773475646972656
203985,34.86762237548828,29.83684539794922,-24.655105590820312
203995,34.595645904541016,29.679977416992188,-24.00714683532715
204005,33.42172622680664,28.743999481201172,-22.976337432861328
204015,32.03670883178711,27.71158790588379,-22.170448303222656
204025,28.970863342285156,25.751449584960938,-20.65972328186035
204035,26.23065948486328,24.374534606933594,-19.332168579101562
204045,21.296253204345703,22.59295654296875,-16.845741271972656
204055,17.87447166442871,21.650188446044922,-14.992959022521973
204065,13.026824951171875,20.440940856933594,-12.141481399536133
204075,10.059944152832031,19.63758659362793,-10.279585838317871
204085,5.885628700256348,18.27155876159668,-7.729185104370117
204095,3.1346523761749268,17.13055992126465,-6.303385257720947
204105,-1.2704178094863892,14.849549293518066,-4.721434593200684
204115,-4.5864057540893555,12.928047180175781,-4.051702976226807
204125,-10.13573169708252,9.701373100280762,-3.6828925609588623
204135,-14.070013999938965,7.54074764251709,-3.8491950035095215
204145,-19.85321044921875,4.700325012207031,-4.521914958953857
204155,-23.31495475769043,3.3017258644104004,-5.088108062744141
204165,-27.532573699951172,2.1521503925323486,-5.8647780418396
204175,-29.579126358032227,1.9053531885147095,-6.30375862121582
204185,-31.68480682373047,1.8382185697555542,-7.0514912605285645
204195,-32.6920280456543,1.7353757619857788,-7.7823805809021
204205,-34.020774841308594,1.3108850717544556,-9.437726020812988
204215,-34.96601104736328,0.8467662930488586,-10.924966812133789
204225,-36.65842056274414,0.07032140344381332,-13.552469253540039
204235,-38.006187438964844,-0.3329184651374817,-15.458361625671387
204245,-40.32638168334961,-0.6238046288490295,-18.361339569091797
204255,-41.985572814941406,-0.5498982071876526,-20.264774322509766
204265,-44.451011657714844,-0.01828538067638874,-23.052391052246094
204275,-46.02859115600586,0.5630858540534973,-24.8969783782959
204285,-48.27865982055664,1.6583445072174072,-27.764911651611328
204295,-49.705135345458984,2.478945255279541,-29.831836700439453
204305,-51.7165412902832,3.8051958084106445,-33.22144317626953
204315,-52.946720123291016,4.759226322174072,-35.62982177734375
204325,-54.540103912353516,6.291031837463379,-39.334449768066406
204335,-55.41865921020508,7.375146865844727,-41.783714294433594
204345,-56.5334358215332,9.05745792388916,-45.31420135498047
204355,-57.21915817260742,10.14156723022461,-47.5283317565918
204365,-58.27024841308594,11.619551658630371,-50.58567810058594
204375,-59.02301788330078,12.482860565185547,-52.39703369140625
204385,-60.1573600769043,13.537984848022461,-54.71843338012695
204395,-60.8416862487793,14.074112892150879,-55.973690032958984
204405,-61.665287017822266,14.61581039428711,-57.448238372802734
204415,-62.05944061279297,14.784231185913086,-58.23189163208008
204425,-62.34542465209961,14.68785285949707,-59.30382537841797
204435,-62.295528411865234,14.39685344696045,-60.022560119628906
204445,-61.84425735473633,13.685234069824219,-61.093021392822266
204455,-61.298057556152344,13.09475326538086,-61.740234375
204465,-60.018898010253906,12.044248580932617,-62.631561279296875
204475,-58.84524154663086,11.188957214355469,-63.21083068847656
204485,-56.672264099121094,9.629124641418457,-64.02589416503906
204495,-55.03049087524414,8.440163612365723,-64.45111083984375
204505,-52.46738052368164,6.5709943771362305,-64.75088500976562
204515,-50.7607421875,5.31704568862915,-64.68289947509766
204525,-48.27275466918945,3.524658679962158,-64.20187377929688
204535,-46.66510009765625,2.3977115154266357,-63.671321868896484
204545,-44.31458282470703,0.8249928951263428,-62.66136932373047
204555,-42.766998291015625,-0.12185512483119965,-61.88990020751953
204565,-40.35791778564453,-1.3888338804244995,-60.65779113769531
204575,-38.644554138183594,-2.1256628036499023,-59.80902862548828
204585,-35.8763427734375,-3.104140520095825,-58.526737213134766
204595,-33.926300048828125,-3.6834182739257812,-57.71487045288086
204605,-31.994220733642578,-4.207931041717529,-56.99237060546875
204615,-29.382768630981445,-4.9654221534729,-56.193790435791016
204625,-27.93733787536621,-5.477475643157959,-55.868648529052734
204635,-26.120723724365234,-6.216188430786133,-55.612220764160156
204645,-25.012144088745117,-6.583775997161865,-55.51525115966797
204655,-23.338529586791992,-6.814147472381592,-55.326412200927734
204665,-22.197298049926758,-6.736990451812744,-55.11607360839844
204675,-20.466903686523438,-6.353781700134277,-54.639583587646484
204685,-19.318395614624023,-5.989430904388428,-54.188880920410156
204695,-17.55909538269043,-5.297771453857422,-53.28638458251953
204705,-16.351818084716797,-4.706341743469238,-52.558815002441406
204715,-14.59583568572998,-3.7607388496398926,-51.442405700683594
204725,-13.461947441101074,-3.3462183475494385,-50.74647521972656
204735,-11.644500732421875,-3.259392261505127,-49.7153205871582
204745,-10.248109817504883,-3.4128098487854004,-48.92609786987305
204755,-7.8167595863342285,-3.6451356410980225,-47.389522552490234
204765,-6.052681922912598,-3.707515239715576,-46.07740020751953
204775,-3.373875141143799,-3.616706132888794,-43.69318389892578
204785,-1.6425613164901733,-3.4340403079986572,-41.88862991333008
204795,0.8146482706069946,-2.8996341228485107,-38.983951568603516
204805,2.295847177505493,-2.2918694019317627,-36.98737716674805
204815,4.125958442687988,-0.8364489078521729,-34.021732330322266
204825,5.184282302856445,0.36714035272598267,-32.12755584716797
204835,6.527978420257568,2.2479164600372314,-29.380922317504883
204845,7.170770168304443,3.47563099861145,-27.571441650390625
204855,7.809123992919922,5.166110992431641,-24.80934715270996
204865,8.09354305267334,6.156036376953125,-22.91252326965332
204875,8.363079071044922,7.5433430671691895,-19.982206344604492
204885,8.577842712402344,8.397366523742676,-17.996543884277344
204895,9.131204605102539,9.613616943359375,-15.133883476257324
204905,9.620162010192871,10.412774085998535,-13.40293025970459
204915,10.289676666259766,11.531566619873047,-11.160880088806152
204925,10.55249309539795,12.13068962097168,-9.900992393493652
204935,10.576153755187988,12.685853958129883,-8.35158634185791
204945,10.380395889282227,12.861618995666504,-7.497045040130615
204955,9.902307510375977,12.999967575073242,-6.386579513549805
204965,9.557374000549316,13.063268661499023,-5.726617813110352
204975,9.026500701904297,13.168079376220703,-4.775408744812012
204985,8.6165132522583,13.27379035949707,-4.118106842041016
204995,7.927411079406738,13.475958824157715,-3.0519752502441406
205005,7.4661784172058105,13.609688758850098,-2.3216004371643066
205015,6.839001655578613,13.732368469238281,-1.278604507446289
205025,6.437733173370361,13.75551986694336,-0.6117814779281616
205035,5.748754978179932,13.733199119567871,0.36965909600257874
205045,5.205338001251221,13.629817962646484,0.9925038814544678
205055,4.253869533538818,13.193772315979004,1.844346046447754
205065,3.526895046234131,12.715784072875977,2.37506365776062
205075,2.3603053092956543,11.850859642028809,3.1414074897766113
205085,1.5775693655014038,11.227514266967773,3.6371142864227295
205095,0.42943075299263,10.2637300491333,4.385743141174316
205105,-0.2965511381626129,9.612568855285645,4.872215270996094
205115,-1.3297876119613647,8.60431957244873,5.5224833488464355
205125,-2.0250933170318604,7.855000972747803,5.867218971252441
205135,-3.2312264442443848,6.563826084136963,6.202881813049316
205145,-4.242683410644531,5.5805253982543945,6.266861915588379
205155,-6.205718994140625,3.831125259399414,5.998611927032471
205165,-7.82989501953125,2.4235992431640625,5.544413089752197
205175,-10.679520606994629,0.03254066780209541,4.462504863739014
205185,-12.746585845947266,-1.5871367454528809,3.507830858230591
205195,-15.797411918640137,-3.6635537147521973,1.8123674392700195
205205,-17.647127151489258,-4.636171817779541,0.5500752925872803
205215,-20.008209228515625,-5.401411056518555,-1.4536463022232056
205225,-21.330015182495117,-5.544382572174072,-2.849292039871216
205235,-23.12940216064453,-5.515811920166016,-5.045736789703369
205245,-24.31690788269043,-5.502910137176514,-6.597994327545166
205255,-26.15336799621582,-5.608530521392822,-9.039044380187988
205265,-27.36225128173828,-5.7419819831848145,-10.69970703125
205275,-29.02937889099121,-5.935506343841553,-13.224625587463379
205285,-30.052270889282227,-6.064031600952148,-14.958259582519531
205295,-31.496627807617188,-6.3072733879089355,-17.645063400268555
205305,-32.45173645019531,-6.444618225097656,-19.455432891845703
205315,-33.977596282958984,-6.497633934020996,-22.10220718383789
205325,-35.09318923950195,-6.395284652709961,-23.778310775756836
205335,-36.89362716674805,-6.039330959320068,-26.19425392150879
205345,-38.12181091308594,-5.728337287902832,-27.85125160217285
205355,-39.97646713256836,-5.288502216339111,-30.534189224243164
205365,-41.205474853515625,-5.012289047241211,-32.43061065673828
